gene	prim_up_silent	prim_up_deleterious	recu_up_silent	recu_up_deleterious	prim_down_silent	prim_down_deleterious	recu_down_silent	recu_down_deleterious
EPYC	0	0	0	0	0	1	0	2
EP400	0	0	0	1	0	1	0	1
ISLR2	0	0	0	0	0	2	0	0
PRKCB	0	0	0	0	0	1	0	1
IRF8	0	0	0	0	0	1	0	1
SLFN13	0	0	0	0	0	1	0	0
KRT33A	0	0	0	0	0	1	0	1
RP11-683L23.1	0	0	0	0	0	1	0	1
SMCHD1	0	0	0	0	0	1	0	1
TOMM40	0	0	0	0	0	1	0	1
TMEM189-UBE2V1	0	0	0	0	0	1	0	1
ICOSLG	0	0	0	0	0	1	0	1
GCAT	0	0	0	0	0	1	0	0
FAM19A5	0	0	0	0	0	1	0	0
DCAF8L2	0	0	0	0	0	1	0	0
RFWD2	0	1	0	3	0	0	0	0
CYP4Z1	0	1	0	1	0	0	0	0
DNAJC10	0	1	0	1	0	0	0	0
SCN5A	0	1	0	1	0	0	0	0
ZNF445	0	1	0	1	0	0	0	0
FEZF2	0	1	0	2	0	0	0	0
SENP7	0	1	0	1	0	0	0	0
COL6A6	0	1	0	1	0	0	0	0
AFAP1	0	1	0	2	0	0	0	0
HCN1	0	3	0	4	0	0	0	0
SREK1IP1	0	1	0	1	0	0	0	0
BDP1	0	1	0	1	0	0	0	0
GJA10	0	1	0	1	0	0	0	0
FAM184A	0	1	0	1	0	0	0	0
IKZF1	0	1	0	1	0	0	0	0
PPP1R3A	0	1	0	1	0	0	0	0
OR51Q1	0	1	0	1	0	0	0	0
GAL3ST3	0	2	0	2	0	0	0	0
BCL9L	0	1	0	1	0	0	0	0
GLB1L3	0	2	0	1	0	0	0	0
RERGL	0	1	0	1	0	0	0	0
KMT2D	0	1	0	2	0	0	0	0
ATXN2	0	1	0	1	0	0	0	0
LNX2	0	1	0	1	0	0	0	0
MTUS2	0	3	0	3	0	0	0	0
SSTR1	0	1	0	1	0	0	0	0
PPP4R4	0	2	0	3	0	0	0	0
KIF26A	0	2	0	2	0	1	0	1
CHRM5	0	1	0	1	0	0	0	0
LIPC	0	1	0	1	0	0	0	0
PELP1	0	1	0	2	0	0	0	0
TEKT3	0	1	0	1	0	0	0	0
MYO15A	0	1	0	2	0	0	0	0
ATP5G1	0	1	0	1	0	0	0	0
ABCA7	0	1	0	2	0	0	0	0
PEX11G	0	1	0	1	0	0	0	0
MARCH2	0	1	0	1	0	0	0	0
ZNF439	0	1	0	1	0	0	0	0
NLRP12	0	1	0	0	0	0	0	0
GFRA4	0	1	0	1	0	0	0	0
BFSP1	0	1	0	1	0	0	0	0
RALGAPA2	0	1	0	2	0	0	0	0
MAGEB6	0	2	0	2	0	0	0	0
RAB40A	0	1	0	1	0	0	0	0
LRCH2	0	1	0	1	0	0	0	0
C1orf65	0	0	0	0	0	1	0	1
CLCN6	0	0	0	0	0	1	0	0
ANKRD13C	0	0	0	0	0	1	0	1
ITGB6	0	0	0	0	0	1	0	1
LEKR1	0	0	0	0	0	1	0	1
PIK3CA	0	1	0	2	0	1	0	1
LAMP3	0	0	0	0	0	1	0	1
SORCS2	0	0	0	0	0	1	0	1
SLIT2	0	1	0	1	0	1	0	1
CENPC	0	0	0	0	0	1	0	0
SDAD1	0	0	0	0	0	1	0	0
ADAMTS12	0	0	0	0	0	1	0	1
WDR70	0	0	0	0	0	1	0	0
CCDC69	0	0	0	0	0	1	0	2
BACH2	0	0	0	1	0	1	0	1
FIG4	0	0	0	0	0	1	0	1
SLC16A10	0	0	0	0	0	1	0	1
UTRN	0	0	0	0	0	1	0	1
NAT2	0	0	0	0	0	1	0	1
SNTG1	0	0	0	0	0	1	0	1
DPYS	0	0	0	0	0	1	0	1
KCNV1	0	0	0	0	0	1	0	1
CSMD3	0	1	0	1	0	1	0	1
HHLA1	0	0	0	0	0	1	0	1
COL22A1	0	0	0	0	0	1	0	1
PGM5	0	1	0	1	0	1	0	1
EPB41L4B	0	0	0	0	0	1	0	1
OR52A1	0	0	0	0	0	1	0	0
WT1	0	1	0	1	0	1	0	0
LPXN	0	0	0	0	0	1	0	1
PRDX5	0	0	0	0	0	1	0	1
GPR83	0	0	0	0	0	1	0	1
SCN4B	0	0	0	0	0	1	0	1
MUC19	0	0	0	1	0	1	0	1
CCDC168	0	0	0	0	0	1	0	1
RPGRIP1	0	0	0	1	0	1	0	1
FBLN5	0	0	0	0	0	1	0	1
NTRK3	0	0	0	0	0	1	0	1
ACSM5	0	0	0	0	0	1	0	1
SGSM2	0	0	0	1	0	1	0	0
EIF4A1	0	0	0	0	0	1	0	1
SREBF1	0	0	0	0	0	1	0	1
ZCCHC2	0	0	0	0	0	1	0	1
PTPRS	0	0	0	0	0	1	0	2
PRR22	0	0	0	0	0	1	0	1
BEST2	0	0	0	1	0	1	0	1
ZNF14	0	0	0	0	0	1	0	2
EID2	0	0	0	0	0	1	0	0
GPR32	0	0	0	0	0	1	0	0
GYG2	0	0	0	0	0	1	0	2
TIMM17B	0	0	0	0	0	1	0	0
TARBP1	0	1	0	1	0	1	0	0
ZP4	0	1	0	1	0	0	0	0
NBPF1	0	1	0	0	0	0	0	0
IFI6	0	1	0	1	0	0	0	0
PRKAA2	0	1	0	1	0	0	0	0
SYT6	0	1	0	1	0	0	0	0
NBAS	0	1	0	1	0	0	0	0
NT5C1B-RDH14	0	1	0	1	0	0	0	0
ABCB11	0	1	0	1	0	0	0	0
GADL1	0	1	0	1	0	0	0	0
RTP4	0	1	0	1	0	0	0	0
OTOP1	0	2	0	0	0	0	0	0
EPB41L2	0	1	0	0	0	0	0	0
FNDC1	0	1	0	1	0	0	0	0
MAGI2	0	1	0	1	0	0	0	0
ARMC10	0	1	0	1	0	0	0	0
IFNE	0	1	0	1	0	0	0	0
OR4A5	0	1	0	1	0	0	0	0
RCE1	0	1	0	1	0	0	0	0
KIAA1467	0	1	0	1	0	1	0	1
RNASE2	0	1	0	1	0	0	0	0
CHTF18	0	1	0	0	0	0	0	0
SNX29	0	1	0	0	0	0	0	0
SPNS1	0	1	0	0	0	0	0	0
CHST4	0	1	0	1	0	0	0	0
ASGR2	0	1	0	1	0	0	0	0
KRT20	0	1	0	1	0	0	0	1
TTLL6	0	1	0	0	0	0	0	0
GDPD2	0	1	0	1	0	0	0	0
KDM5B	0	0	0	0	0	1	0	1
DNAH14	0	0	0	0	0	1	0	1
CEP170	0	0	0	0	0	1	0	0
IL37	0	0	0	0	0	1	0	1
CHD1	0	0	0	0	0	1	0	1
PCDHA1	0	0	0	0	0	1	0	1
GPR115	0	0	0	1	0	1	0	1
EEF1A1	0	0	0	0	0	1	0	1
MYCT1	0	0	0	0	0	1	0	1
NUP188	0	0	0	1	0	1	0	1
CYP17A1	0	0	0	0	0	1	0	0
OR4C13	0	0	0	0	0	1	0	0
C2CD5	0	0	0	0	0	1	0	1
LETMD1	0	0	0	0	0	1	0	0
TRAFD1	0	0	0	0	0	1	0	1
OR4N4	0	0	0	0	0	1	0	1
CEP192	0	0	0	0	0	1	0	1
LILRA2	0	0	0	0	0	1	0	1
PDYN	0	0	0	1	0	1	0	1
PFKFB2	0	0	0	0	0	1	0	1
WNT9A	0	1	0	1	0	1	0	0
PLEKHN1	0	0	0	0	0	1	0	0
AGRN	0	0	0	0	0	1	0	0
TTC34	0	0	0	0	0	1	0	0
ACTRT2	0	0	0	0	0	1	0	0
AHDC1	0	0	0	1	0	1	0	0
IL18RAP	0	0	0	0	0	1	0	0
IQCJ-SCHIP1	0	0	0	0	0	1	0	0
DCAF4L1	0	0	0	0	0	1	0	0
FAM153A	0	0	0	0	0	1	0	0
GPR146	0	0	0	0	0	1	0	0
R3HCC1L	0	0	0	0	0	1	0	1
OR56A1	0	0	0	0	0	1	0	0
B4GALNT1	0	0	0	0	0	1	0	1
RP11-167N24.6	0	0	0	0	0	1	0	0
CGNL1	0	0	0	0	0	1	0	0
ZNF48	0	0	0	0	0	1	0	0
PLCG2	0	0	0	0	0	1	0	1
CACNG4	0	0	0	0	0	1	0	0
AATK	0	0	0	0	0	1	0	0
SIRT7	0	0	0	0	0	1	0	0
GTSCR1	0	0	0	0	0	1	0	0
GMIP	0	0	0	0	0	1	0	0
PCBP3	0	0	0	0	0	1	0	0
KCTD17	0	0	0	0	0	1	0	0
TMEM35	0	0	0	0	0	1	0	0
RXRG	0	0	0	0	0	1	0	1
SDF4	0	0	0	0	0	1	0	0
DCDC2B	0	0	0	0	0	1	0	1
DPYD	0	0	0	0	0	1	0	0
CHD1L	0	0	0	0	0	1	0	1
MRPL9	0	0	0	1	0	1	0	0
LCE1D	0	0	0	0	0	1	0	0
MYCN	0	0	0	0	0	1	0	1
DYTN	0	0	0	0	0	1	0	0
UNC80	0	0	0	0	0	1	0	0
QARS	0	0	0	0	0	1	0	1
PDE12	0	0	0	0	0	1	0	1
FLNB	0	0	0	0	0	1	0	1
TNIP3	0	0	0	0	0	1	0	1
INPP4B	0	0	0	0	0	1	0	0
TERT	0	0	0	2	0	1	0	1
SEMA6A	0	0	0	0	0	1	0	1
OR2J3	0	1	0	1	0	1	0	1
PRR18	0	1	0	1	0	1	0	1
ABCB5	0	1	0	1	0	1	0	0
ZNF596	0	0	0	0	0	1	0	0
CERCAM	0	0	0	0	0	1	0	1
RET	0	0	0	0	0	1	0	1
PVRL1	0	0	0	0	0	1	0	1
SNX19	0	0	0	0	0	1	0	1
LUM	0	0	0	0	0	1	0	0
MPHOSPH8	0	0	0	0	0	1	0	1
MYCBP2	0	0	0	0	0	1	0	0
ESR2	0	0	0	0	0	1	0	1
YLPM1	0	0	0	0	0	1	0	1
SYNM	0	0	0	0	0	1	0	0
SCNN1B	0	0	0	0	0	1	0	0
ZNF629	0	0	0	1	0	1	0	2
CDH5	0	0	0	0	0	1	0	1
CDH15	0	0	0	0	0	1	0	1
FANCA	0	0	0	0	0	1	0	0
KRT25	0	0	0	0	0	1	0	1
BPTF	0	0	0	0	0	1	0	1
ARID3A	0	0	0	1	0	1	0	2
BRD4	0	0	0	1	0	1	0	1
DDX49	0	0	0	0	0	1	0	1
ZNF416	0	0	0	0	0	1	0	1
IFT52	0	0	0	0	0	1	0	1
MAP3K15	0	0	0	0	0	1	0	1
PRICKLE3	0	0	0	1	0	1	0	1
APEX2	0	0	0	0	0	1	0	1
FAM155B	0	0	0	0	0	1	0	1
ATP7A	0	0	0	1	0	1	0	0
OR2C3	0	1	0	1	0	0	0	0
C2orf44	0	1	0	0	0	0	0	0
RBM15B	0	1	0	1	0	0	0	0
FSTL5	0	1	0	1	0	0	0	0
SLC6A18	0	1	0	1	0	0	0	0
FAM170A	0	1	0	1	0	1	0	1
PCDHGA2	0	1	0	1	0	0	0	0
GRM6	0	1	0	1	0	0	0	0
EYS	0	1	0	1	0	0	0	0
MICALL2	0	1	0	1	0	0	0	0
STK31	0	1	0	1	0	0	0	0
PLEC	0	1	0	2	0	0	0	0
DCAF10	0	1	0	1	0	0	0	0
SEMA4D	0	1	0	2	0	0	0	0
NEK6	0	1	0	1	0	0	0	0
WNT1	0	1	0	1	0	0	0	0
KRT2	0	1	0	2	0	0	0	0
BAZ2A	0	1	0	2	0	0	0	0
POC1B-GALNT4	0	1	0	0	0	0	0	0
IRS2	0	1	0	1	0	0	0	0
DHRS4	0	1	0	0	0	0	0	0
SLC10A1	0	1	0	1	0	0	0	0
ZNF423	0	1	0	0	0	0	0	0
DNAAF1	0	1	0	1	0	0	0	0
CBFA2T3	0	1	0	0	0	0	0	0
FN3KRP	0	1	0	1	0	0	0	0
NOL4	0	1	0	0	0	0	0	0
CASP14	0	1	0	1	0	0	0	0
FCHO1	0	1	0	1	0	0	0	0
FCGBP	0	3	0	3	0	0	0	0
LIN7B	0	1	0	1	0	0	0	0
MYLK2	0	1	0	1	0	0	0	0
C20orf85	0	1	0	1	0	0	0	0
AP001631.10	0	1	0	0	0	0	0	0
PRAME	0	1	0	0	0	0	0	0
FAM47A	0	3	0	2	0	0	0	0
MAGIX	0	1	0	1	0	0	0	0
ALG13	0	1	0	1	0	0	0	0
GALNT2	0	1	0	1	0	0	0	0
LGALS8	0	1	0	1	0	0	0	0
OSBPL6	0	1	0	2	0	0	0	0
FAM126B	0	1	0	1	0	0	0	0
SLC6A6	0	1	0	1	0	0	0	0
AADACL2	0	1	0	1	0	0	0	0
PCDHB13	0	1	0	1	0	0	0	0
AFAP1L1	0	1	0	1	0	0	0	0
FAT2	0	1	0	1	0	0	0	0
TMEM200A	0	1	0	1	0	0	0	0
AOC1	0	2	0	2	0	0	0	0
CCDC81	0	1	0	1	0	0	0	0
KIAA1731	0	1	0	1	0	0	0	0
MGAT4C	0	1	0	1	0	0	0	0
AQR	0	1	0	1	0	0	0	0
SLC7A5	0	1	0	1	0	0	0	0
PITPNC1	0	1	0	1	0	0	0	0
ELAVL1	0	1	0	1	0	0	0	0
TPTE	0	1	0	1	0	0	0	0
B3GALT5	0	1	0	2	0	0	0	0
AFF2	0	1	0	2	0	0	0	0
SLC4A3	0	1	0	1	0	0	0	0
SKIDA1	0	1	0	0	0	0	0	0
DEAF1	0	1	0	2	0	0	0	0
OR5L1	0	1	0	0	0	0	0	0
PHLPP1	0	1	0	0	0	0	0	0
PRAMEF4	0	1	0	1	0	0	0	0
KLF17	0	1	0	1	0	0	0	0
MTR	0	1	0	1	0	0	0	0
TTLL3	0	1	0	1	0	0	0	0
POMGNT2	0	1	0	1	0	0	0	0
CCR2	0	1	0	1	0	0	0	0
OR5H2	0	1	0	1	0	0	0	0
OR5K4	0	1	0	1	0	0	0	0
AGPAT9	0	1	0	1	0	0	0	0
BASP1	0	1	0	1	0	0	0	0
LTB	0	1	0	1	0	0	0	0
REV3L	0	1	0	1	0	0	0	0
MOXD1	0	1	0	1	0	0	0	0
LPA	0	1	0	2	0	0	0	0
TAS2R16	0	1	0	1	0	0	0	0
GPR37	0	1	0	1	0	0	0	0
KCNB2	0	1	0	1	0	0	0	0
DMRTA1	0	1	0	1	0	0	0	0
SLC22A18	0	1	0	1	0	0	0	0
TRIM44	0	1	0	1	0	0	0	0
ACCSL	0	2	0	2	0	0	0	0
OR8J3	0	1	0	0	0	0	0	1
TAF6L	0	1	0	1	0	0	0	0
PPP2R5B	0	1	0	1	0	0	0	0
TRHDE	0	1	0	2	0	0	0	0
HS6ST3	0	1	0	1	0	0	0	0
MEIS2	0	1	0	1	0	0	0	0
RBFOX1	0	1	0	1	0	0	0	0
ATAD5	0	1	0	1	0	0	0	0
TGIF1	0	1	0	1	0	0	0	0
ANKRD30B	0	1	0	2	0	0	0	0
ZSCAN5C	0	1	0	0	0	0	0	0
KIAA1755	0	1	0	1	0	0	0	0
CDH26	0	1	0	1	0	0	0	0
GATAD1	0	1	0	1	0	0	0	0
TTLL10	0	1	0	1	0	0	0	0
NECAP2	0	1	0	1	0	0	0	0
ALPL	0	1	0	0	0	0	0	0
C1orf94	0	1	0	1	0	0	0	0
DMRTB1	0	1	0	1	0	0	0	0
LPHN2	0	1	0	2	0	0	0	0
SLC30A7	0	1	0	0	0	0	0	0
LYST	0	2	0	0	0	0	0	0
OR2T6	0	1	0	1	0	0	0	0
ZIC4	0	1	0	1	0	0	0	0
MATR3	0	1	0	1	0	0	0	0
RNGTT	0	1	0	1	0	0	0	0
NPC1L1	0	1	0	0	0	0	0	0
ZNF679	0	1	0	0	0	0	0	0
ZP3	0	1	0	0	0	0	0	0
SEMA3A	0	1	0	1	0	0	0	0
C8orf48	0	1	0	0	0	0	0	0
DNAJC25	0	1	0	1	0	0	0	0
MPP7	0	1	0	0	0	0	0	0
MUC5AC	0	1	0	0	0	0	0	0
RTN4RL2	0	1	0	0	0	0	0	0
LRP6	0	1	0	0	0	0	0	0
BAG5	0	1	0	0	0	0	0	0
ITGAM	0	1	0	0	0	0	0	0
SHISA6	0	1	0	0	0	0	0	0
DKKL1	0	1	0	1	0	0	0	0
LAIR2	0	1	0	1	0	0	0	0
USP41	0	1	0	2	0	0	0	0
FRAS1	0	2	0	1	0	0	0	0
TEAD4	0	1	0	2	0	0	0	0
ADAMTS7	0	1	0	0	0	0	0	0
TMC5	0	1	0	1	0	0	0	0
TBC1D26	0	1	0	1	0	0	0	0
DLG3	0	1	0	1	0	0	0	0
SERINC2	0	1	0	0	0	0	0	0
COL16A1	0	1	0	0	0	0	0	0
SPOCD1	0	1	0	0	0	0	0	0
ZMYM6	0	1	0	1	0	0	0	0
TBX15	0	1	0	1	0	0	0	0
PRKD3	0	1	0	0	0	0	0	0
TFPI	0	1	0	0	0	0	0	0
SLC40A1	0	1	0	0	0	0	0	0
CNTN6	0	1	0	0	0	0	0	0
CXCR6	0	1	0	0	0	0	0	0
SETD2	0	1	0	1	0	0	0	0
C3orf38	0	1	0	1	0	0	0	0
KDR	0	2	0	1	0	0	0	0
CCSER1	0	1	0	1	0	0	0	0
ZNF608	0	1	0	1	0	0	0	0
TINAG	0	1	0	2	0	0	0	0
PTPRN2	0	1	0	0	0	0	0	0
RUNX1T1	0	1	0	0	0	0	0	0
CD82	0	1	0	1	0	0	0	0
NUMA1	0	1	0	0	0	0	0	0
FOLR2	0	1	0	1	0	0	0	0
CASP12	0	1	0	1	0	0	0	0
IFT140	0	1	0	1	0	0	0	0
IL4R	0	1	0	0	0	0	0	0
FBXL19	0	1	0	1	0	0	0	0
GPR114	0	1	0	1	0	0	0	0
CDH8	0	1	0	0	0	0	0	0
DNAH9	0	1	0	1	0	0	0	0
NACA2	0	1	0	1	0	0	0	0
FADS6	0	1	0	1	0	0	0	0
MAN2B1	0	1	0	0	0	0	0	0
ZNF461	0	1	0	0	0	0	0	0
USP29	0	1	0	2	0	0	0	1
PRPS2	0	1	0	0	0	0	0	0
ARHGEF6	0	1	0	1	0	0	0	0
FGF13	0	1	0	0	0	0	0	0
SPRY3	0	1	0	1	0	0	0	0
USP46	0	0	0	0	0	1	0	1
ISM2	0	0	0	0	0	1	0	1
CLEC17A	0	0	0	0	0	1	0	1
COL7A1	0	0	0	1	0	1	0	1
APBB2	0	0	0	0	0	1	0	1
UGT2B4	0	0	0	0	0	1	0	0
GRSF1	0	0	0	0	0	1	0	1
GLRA3	0	2	0	1	0	1	0	1
UGT3A1	0	0	0	0	0	1	0	2
CARD11	0	0	0	0	0	1	0	1
MYOM2	0	0	0	0	0	1	0	1
NTRK2	0	0	0	0	0	1	0	1
ACTL7A	0	0	0	0	0	1	0	1
C10orf112	0	1	0	0	0	1	0	1
C12orf43	0	0	0	0	0	1	0	1
L1CAM	0	0	0	1	0	1	0	1
PLAC1L	0	1	0	0	0	0	0	0
HS3ST6	0	1	0	0	0	0	0	0
GRIK3	0	1	0	1	0	0	0	0
CDC20	0	1	0	0	0	0	0	0
MIA3	0	1	0	0	0	0	0	0
OR2L3	0	1	0	0	0	0	0	0
SLC4A1AP	0	1	0	0	0	0	0	0
PSD4	0	1	0	0	0	0	0	0
PLCL1	0	1	0	0	0	0	0	0
NMUR1	0	1	0	0	0	0	0	0
PPARG	0	1	0	0	0	0	0	0
EOMES	0	1	0	0	0	0	0	0
MYL3	0	1	0	0	0	0	0	0
NLGN1	0	1	0	0	0	0	0	0
STOX2	0	1	0	1	0	0	0	0
PCDHA4	0	1	0	1	0	0	0	0
DUSP22	0	1	0	0	0	0	0	0
GPR6	0	1	0	0	0	0	0	0
AHR	0	1	0	1	0	0	0	1
CDK13	0	1	0	0	0	0	0	0
AUTS2	0	1	0	0	0	0	0	0
DLX6	0	1	0	0	0	0	0	0
KIAA1432	0	1	0	0	0	0	0	0
TUSC1	0	1	0	0	0	0	0	0
OR52K2	0	1	0	0	0	0	0	0
OR51L1	0	1	0	0	0	0	0	0
LRP4	0	1	0	0	0	0	0	0
CD9	0	1	0	0	0	0	0	0
GAPDH	0	1	0	0	0	0	0	0
OR9K2	0	1	0	0	0	0	0	0
ATP12A	0	1	0	0	0	0	0	0
OR3A1	0	1	0	0	0	0	0	0
MYH1	0	1	0	0	0	0	0	0
CA4	0	1	0	0	0	0	0	0
CAMSAP3	0	1	0	0	0	0	0	1
AXL	0	1	0	1	0	0	0	0
PPP1R13L	0	1	0	0	0	0	0	0
OR10R2	0	1	0	0	0	0	0	0
GCSAML	0	1	0	1	0	0	0	0
EMILIN1	0	1	0	1	0	0	0	0
ECEL1	0	1	0	1	0	0	0	0
TGM4	0	1	0	1	0	0	0	0
P2RY13	0	1	0	1	0	0	0	0
USO1	0	1	0	0	0	0	0	0
CLGN	0	1	0	0	0	0	0	0
KCTD16	0	1	0	1	0	0	0	0
DST	0	1	0	1	0	0	0	1
TTLL2	0	1	0	0	0	0	0	0
FZD9	0	1	0	1	0	0	0	0
MKRN1	0	1	0	1	0	0	0	0
CHAT	0	1	0	1	0	0	0	0
TYSND1	0	1	0	2	0	0	0	0
TEAD1	0	1	0	1	0	0	0	0
A2M	0	1	0	2	0	0	0	0
KRT74	0	1	0	1	0	0	0	0
C14orf183	0	1	0	1	0	0	0	0
TCL1B	0	1	0	1	0	0	0	0
GPR132	0	1	0	1	0	0	0	0
HERC2	0	1	0	1	0	0	0	0
CDYL2	0	1	0	1	0	0	0	0
ZNF653	0	1	0	1	0	0	0	0
ZNF829	0	1	0	1	0	0	0	0
MARK4	0	1	0	1	0	0	0	0
SLC17A7	0	1	0	1	0	0	0	0
KLK14	0	1	0	1	0	0	0	0
SIGLEC8	0	1	0	1	0	0	0	0
ZNF813	0	1	0	1	0	0	0	0
KIR2DL1	0	1	0	0	0	0	0	0
ZNF274	0	1	0	1	0	0	0	0
DTD1	0	1	0	1	0	0	0	0
DNMT3B	0	1	0	0	0	0	0	0
NPBWR2	0	1	0	1	0	0	0	0
MAGEB3	0	1	0	1	0	0	0	0
GPKOW	0	1	0	2	0	0	0	0
TRO	0	1	0	1	0	0	0	0
ESX1	0	1	0	1	0	0	0	0
MUM1L1	0	1	0	1	0	0	0	0
BRS3	0	1	0	1	0	0	0	0
ITIH1	0	1	0	2	0	0	0	0
HLA-DRB5	0	1	0	0	0	0	0	0
DAO	0	1	0	1	0	0	0	0
KCNG1	0	1	0	0	0	0	0	0
CLSPN	0	1	0	1	0	0	0	0
CFHR3	0	1	0	0	0	0	0	0
ADD2	0	1	0	0	0	0	0	0
ANKRD36C	0	1	0	0	0	0	0	0
PRSS50	0	1	0	0	0	0	0	0
COL6A5	0	1	0	0	0	0	0	0
GPR171	0	1	0	1	0	0	0	0
SUCNR1	0	1	0	1	0	0	0	0
KCTD8	0	1	0	1	0	0	0	0
PHIP	0	1	0	2	0	0	0	0
UNC93A	0	1	0	0	0	0	0	0
AGFG2	0	1	0	0	0	0	0	0
MUC3A	0	1	0	1	0	0	0	1
FBXL13	0	1	0	0	0	0	0	0
CUL1	0	1	0	1	0	0	0	0
KIAA1045	0	1	0	1	0	0	0	0
LCN8	0	1	0	1	0	0	0	0
MRGPRE	0	1	0	1	0	0	0	0
SPTY2D1	0	1	0	1	0	0	0	0
RAB3IL1	0	1	0	1	0	0	0	0
CRYAB	0	1	0	1	0	0	0	0
PCED1B	0	1	0	1	0	0	0	0
MBNL2	0	1	0	1	0	0	0	0
EXOC5	0	1	0	1	0	0	0	1
CRK	0	1	0	1	0	0	0	0
SLC35G3	0	1	0	1	0	0	0	0
SLFN11	0	1	0	0	0	0	0	0
GSDMA	0	1	0	1	0	0	0	0
COL1A1	0	1	0	1	0	0	0	0
GALR1	0	1	0	1	0	0	0	0
CTD-3193O13.9	0	1	0	1	0	0	0	0
CYP2B6	0	1	0	1	0	0	0	0
EHD2	0	1	0	0	0	0	0	0
SULT2B1	0	1	0	1	0	0	0	0
CPT1C	0	1	0	0	0	0	0	0
FPR2	0	1	0	2	0	0	0	0
FAM182B	0	1	0	1	0	0	0	0
SLC5A1	0	1	0	0	0	0	0	0
RFPL2	0	1	0	1	0	0	0	0
PNPLA3	0	1	0	0	0	0	0	0
SH3KBP1	0	1	0	1	0	0	0	0
IL1RAPL1	0	1	0	1	0	0	0	1
STAG2	0	1	0	1	0	0	0	1
FLNA	0	1	0	1	0	0	0	0
DKC1	0	1	0	0	0	0	0	0
ANKRD50	0	1	0	0	0	0	0	0
ST8SIA2	0	1	0	1	0	0	0	0
NEXN	0	1	0	1	0	0	0	0
ABHD1	0	1	0	1	0	0	0	0
ZNF513	0	1	0	1	0	0	0	0
SCN2A	0	1	0	1	0	0	0	0
SLCO2A1	0	1	0	1	0	0	0	0
TLR10	0	1	0	1	0	0	0	0
TMEM144	0	1	0	1	0	0	0	0
C9	0	1	0	1	0	0	0	0
ISL1	0	1	0	1	0	0	0	0
APBB3	0	1	0	1	0	0	0	0
HIST1H3C	0	1	0	1	0	0	0	0
CCDC132	0	1	0	1	0	0	0	0
SBSPON	0	1	0	1	0	0	0	0
OR5T1	0	1	0	1	0	0	0	0
OR5A1	0	1	0	1	0	0	0	0
GDPD5	0	1	0	1	0	0	0	0
MMP20	0	1	0	1	0	0	0	0
CD163L1	0	1	0	1	0	0	0	0
KRT76	0	1	0	1	0	0	0	0
KSR2	0	1	0	1	0	0	0	1
BCL11B	0	1	0	1	0	0	0	0
AEN	0	1	0	1	0	0	0	0
WASH4P	0	1	0	0	0	0	0	0
PER1	0	1	0	1	0	0	0	0
USP43	0	1	0	1	0	0	0	0
KCNA7	0	1	0	1	0	0	0	0
BPIFA2	0	1	0	1	0	0	0	0
ZNF335	0	1	0	2	0	0	0	0
CDH22	0	1	0	1	0	0	0	0
ITSN1	0	1	0	1	0	0	0	0
GRAP2	0	1	0	1	0	0	0	0
MACF1	0	0	0	0	0	0	0	1
OLFM3	0	0	0	0	0	0	0	1
GDF7	0	0	0	0	0	0	0	1
RAB3GAP1	0	0	0	0	0	0	0	1
KCNH7	0	0	0	1	0	0	0	1
ZBTB47	0	0	0	0	0	0	0	1
NPHP3	0	0	0	0	0	0	0	1
DENND4C	0	0	0	0	0	0	0	1
RMI1	0	0	0	0	0	0	0	1
WNK2	0	0	0	0	0	0	0	1
HEMGN	0	0	0	0	0	0	0	1
WDR5	0	0	0	0	0	0	0	1
PDE3B	0	0	0	0	0	0	0	1
SLC22A8	0	0	0	0	0	0	0	1
C12orf66	0	0	0	0	0	0	0	1
KIAA0430	0	0	0	0	0	0	0	1
CTNS	0	0	0	0	0	0	0	1
ALOX15	0	0	0	0	0	0	0	1
ZNF333	0	0	0	0	0	0	0	1
HAS1	0	0	0	0	0	0	0	1
CSAG1	0	0	0	0	0	0	0	1
MANEAL	0	0	0	1	0	0	0	0
ADCY3	0	0	0	1	0	0	0	0
CAPN13	0	0	0	1	0	0	0	0
CYP20A1	0	0	0	1	0	0	0	0
ULK4	0	0	0	1	0	0	0	0
ZKSCAN7	0	0	0	1	0	0	0	0
KALRN	0	0	0	2	0	0	0	0
DNAJC13	0	0	0	1	0	0	0	0
MGARP	0	0	0	1	0	0	0	0
ARHGEF28	0	0	0	1	0	0	0	0
DMGDH	0	0	0	2	0	0	0	0
MTCH1	0	0	0	1	0	0	0	0
ENPP3	0	0	0	1	0	0	0	0
TAAR8	0	0	0	1	0	0	0	0
NAPEPLD	0	0	0	1	0	0	0	0
FRMD3	0	0	0	1	0	0	0	0
OR1L4	0	0	0	1	0	0	0	0
CELF2	0	0	0	1	0	0	0	0
MCM10	0	0	0	1	0	0	0	0
AGAP7	0	0	0	1	0	0	0	0
OR5L2	0	0	0	1	0	0	0	0
STRAP	0	0	0	1	0	0	0	0
ZFHX2	0	0	0	1	0	0	0	0
PLEKHH1	0	0	0	1	0	0	0	0
PTPN21	0	0	0	1	0	0	0	0
C14orf80	0	0	0	1	0	0	0	0
AC112693.2	0	0	0	1	0	0	0	0
SRRM2	0	0	0	1	0	0	0	0
NTAN1	0	0	0	1	0	0	0	0
JUP	0	0	0	1	0	0	0	0
LAMA3	0	0	0	1	0	0	0	0
SCAMP4	0	0	0	1	0	0	0	0
