Gene_set_name	Reference(PMID or DOI)	Source	Notes	
Pollen_outerRadialGlia_PMID_26406371	-	Larson_2021_10.15252/msb.202010105	-	
Radial_Glia_RNAscope	-	Larson_2021_10.15252/msb.202010105	-	
richards_Cahoy_JNeurosci_2008_astrocyte	-	Larson_2021_10.15252/msb.202010105	-	
richards_Cahoy_JNeurosci_2008_oligodendrocyte	-	Larson_2021_10.15252/msb.202010105	-	
richards_Cahoy_JNeurosci_2009_neuron	-	Larson_2021_10.15252/msb.202010105	-	
richards_Cahoy_JNeurosci_2010_astro_young	-	Larson_2021_10.15252/msb.202010105	-	
richards_Cahoy_JNeurosci_2011_astro_mature	-	Larson_2021_10.15252/msb.202010105	-	
richards_Cahoy_JNeurosci_2012_OPC	-	Larson_2021_10.15252/msb.202010105	-	
richards_Cahoy_JNeurosci_2013_OL_myel	-	Larson_2021_10.15252/msb.202010105	-	
richards_Cahoy_JNeurosci_2014_MOG_pos	-	Larson_2021_10.15252/msb.202010105	-	
richards_Cahoy_JNeurosci_2015_astro_in_vivo	-	Larson_2021_10.15252/msb.202010105	-	
richards_Cahoy_JNeurosci_2016_cultured_astroglia	-	Larson_2021_10.15252/msb.202010105	-	
richards_InHouse_BulkRNAseq_2019_DevelopmentalGSC	-	Larson_2021_10.15252/msb.202010105	-	
richards_InHouse_BulkRNAseq_2019_InjuryResponseGSC	-	Larson_2021_10.15252/msb.202010105	-	
richards_Liddelow_Nature_2017_A1_reactive_astrocytes	-	Larson_2021_10.15252/msb.202010105	-	
richards_Liddelow_Nature_2017_A2_reactive_astrocytes	-	Larson_2021_10.15252/msb.202010105	-	
richards_Neftel_Cell_2019_AC	-	Larson_2021_10.15252/msb.202010105	-	
richards_Neftel_Cell_2019_G1_S	-	Larson_2021_10.15252/msb.202010105	-	
richards_Neftel_Cell_2019_G2_M	-	Larson_2021_10.15252/msb.202010105	-	
richards_Neftel_Cell_2019_MES1	-	Larson_2021_10.15252/msb.202010105	-	
richards_Neftel_Cell_2019_MES2	-	Larson_2021_10.15252/msb.202010105	-	
richards_Neftel_Cell_2019_NPC1	-	Larson_2021_10.15252/msb.202010105	-	
richards_Neftel_Cell_2019_NPC2	-	Larson_2021_10.15252/msb.202010105	-	
richards_Neftel_Cell_2019_OPC	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_Astrocyte_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_Choroid_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_EN_PFC1_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_EN_PFC2_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_EN_PFC3_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_EN_V1_1_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_EN_V1_2_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_EN_V1_3_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_Endothelial_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_Glyc_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_IN_CTX_CGE1_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_IN_CTX_CGE2_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_IN_CTX_MGE1_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_IN_CTX_MGE2_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_IN_STR_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_IPC_div1_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_IPC_div2_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_IPC_nEN1_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_IPC_nEN1_upreg-1	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_IPC_nEN3_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_MGE_div_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_MGE_IPC1_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_MGE_IPC2_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_MGE_IPC3_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_MGE_RG1_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_MGE_RG2_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_Microglia_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_Mural_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_nEN_early1_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_nEN_early2_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_nEN_late_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_nIN1_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_nIN2_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_nIN3_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_nIN4_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_nIN5_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_OPC_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_oRG_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_RG_div1_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_RG_div2_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_RG_early_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_tRG_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_U1_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_U2_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_U3_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_U4_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Nowakowski_Science_2017_vRG_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Verhaak_CancerCell_2010_Classical	-	Larson_2021_10.15252/msb.202010105	-	
richards_Verhaak_CancerCell_2010_Mesenchymal	-	Larson_2021_10.15252/msb.202010105	-	
richards_Verhaak_CancerCell_2010_Neural	-	Larson_2021_10.15252/msb.202010105	-	
richards_Verhaak_CancerCell_2010_Proneural	-	Larson_2021_10.15252/msb.202010105	-	
richards_Zhong_Nature_2018_Astrocytes_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Zhong_Nature_2018_Excitatory_neurons_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Zhong_Nature_2018_Interneurons_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Zhong_Nature_2018_Microglia_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Zhong_Nature_2018_NPCs_upreg	-	Larson_2021_10.15252/msb.202010105	-	
richards_Zhong_Nature_2018_OPC_upreg	-	Larson_2021_10.15252/msb.202010105	-	
Rosen_Krona_TI_unpubl	-	Larson_2021_10.15252/msb.202010105	-	
Schwann_cells_RNAscope	-	Larson_2021_10.15252/msb.202010105	-	
Segerman_Multitherapy_resistance_fig5A_PMID_27974212	-	Larson_2021_10.15252/msb.202010105	-	
Seurat_cellcycle	-	Larson_2021_10.15252/msb.202010105	-	
Singh_SOX2_downregulated_transcripts_PMID_28122245	-	Larson_2021_10.15252/msb.202010105	-	
Singh_SOX2_upregulated_transcripts_PMID_28122245	-	Larson_2021_10.15252/msb.202010105	-	
suva_ac_PMID_31327527	-	Larson_2021_10.15252/msb.202010105	-	
suva_g1s_PMID_31327527	-	Larson_2021_10.15252/msb.202010105	-	
suva_g2m_PMID_31327527	-	Larson_2021_10.15252/msb.202010105	-	
suva_mes1_PMID_31327527	-	Larson_2021_10.15252/msb.202010105	-	
suva_mes2_PMID_31327527	-	Larson_2021_10.15252/msb.202010105	-	
suva_npc1_PMID_31327527	-	Larson_2021_10.15252/msb.202010105	-	
suva_npc2_PMID_31327527	-	Larson_2021_10.15252/msb.202010105	-	
suva_opc_PMID_31327527	-	Larson_2021_10.15252/msb.202010105	-	
TF_census_Taipale	-	Larson_2021_10.15252/msb.202010105	-	
TIISig_PMID_32649888	-	Larson_2021_10.15252/msb.202010105	2 GBM subtypes arising from distinct cells of origin.	
TISig_PMID_32649888	-	Larson_2021_10.15252/msb.202010105	2 GBM subtypes arising from distinct cells of origin.	
VanGroningen_ADRN	-	Larson_2021_10.15252/msb.202010105	-	
VanGroningen_MES	-	Larson_2021_10.15252/msb.202010105	-	
Wang_classical_PMID_28697342	-	Larson_2021_10.15252/msb.202010105	-	
Wang_mesenchymal_PMID_28697342	-	Larson_2021_10.15252/msb.202010105	-	
Wang_proneural_PMID_28697342	-	Larson_2021_10.15252/msb.202010105	-	
Weng_iOL_PMID_30982771	-	Larson_2021_10.15252/msb.202010105	-	
Weng_priOPC_PMID_30982771	-	Larson_2021_10.15252/msb.202010105	-	
Weng_stemness_PMID_30982771	-	Larson_2021_10.15252/msb.202010105	-	
Zhang_astrocyte_PMID_25186741	-	Larson_2021_10.15252/msb.202010105	-	
Zhang_neuron_PMID_25186741	-	Larson_2021_10.15252/msb.202010105	-	
Zhang_opc_PMID_25186741	-	Larson_2021_10.15252/msb.202010105	-	
Shi_Post-MitoticCells_GanglionicEminences	Shi_2021_10.1126/science.abj6641	Shi_2021_10.1126/science.abj6641	Genes that best distinguish dividing progenitors from postmitotic cells in the ganglionic eminences. Table S4: DEGs between progenitors and postmitotic cells in the human ganglionic eminences.	
Shi_Progenitor_GanglionicEminences	Shi_2021_10.1126/science.abj6641	Shi_2021_10.1126/science.abj6642	Genes that best distinguish dividing progenitors from postmitotic cells in the ganglionic eminences. Table S4: DEGs between progenitors and postmitotic cells in the human ganglionic eminences.	
Shi_CGE	Shi_2021_10.1126/science.abj6643	Shi_2021_10.1126/science.abj6641	"Caudal ganglionic eminences. DEGs among major cell types in the MGE, LGE, and CGE. Table S3: DEGs among major cell types."	
Shi_Endothelial	Shi_2021_10.1126/science.abj6644	Shi_2021_10.1126/science.abj6641	"DEGs among major cell types in the MGE, LGE, and CGE. Table S3: DEGs among major cell types."	
Shi_ExcitatoryIPC	Shi_2021_10.1126/science.abj6645	Shi_2021_10.1126/science.abj6641	"DEGs among major cell types in the MGE, LGE, and CGE. Table S3: DEGs among major cell types."	
Shi_ExcitatoryNeurons	Shi_2021_10.1126/science.abj6646	Shi_2021_10.1126/science.abj6641	"DEGs among major cell types in the MGE, LGE, and CGE. Table S3: DEGs among major cell types."	
Shi_LGE	Shi_2021_10.1126/science.abj6647	Shi_2021_10.1126/science.abj6641	"Lateral ganglionic eminences. DEGs among major cell types in the MGE, LGE, and CGE. Table S3: DEGs among major cell types."	
Shi_MGE	Shi_2021_10.1126/science.abj6648	Shi_2021_10.1126/science.abj6641	"Medial ganglionic eminences. DEGs among major cell types in the MGE, LGE, and CGE. Table S3: DEGs among major cell types."	
Shi_Microglia	Shi_2021_10.1126/science.abj6649	Shi_2021_10.1126/science.abj6641	"DEGs among major cell types in the MGE, LGE, and CGE. Table S3: DEGs among major cell types."	
Shi_OPC	Shi_2021_10.1126/science.abj6650	Shi_2021_10.1126/science.abj6641	"DEGs among major cell types in the MGE, LGE, and CGE. Table S3: DEGs among major cell types."	
Shi_Progenitor	Shi_2021_10.1126/science.abj6651	Shi_2021_10.1126/science.abj6641	"DEGs among major cell types in the MGE, LGE, and CGE. Table S3: DEGs among major cell types."	
Shi_ThalamicNeurons	Shi_2021_10.1126/science.abj6652	Shi_2021_10.1126/science.abj6641	"DEGs among major cell types in the MGE, LGE, and CGE. Table S3: DEGs among major cell types."	
deJong2025_Gliosis	"de Jong et al. (BioArxiv), 2025, A spatiotemporal cancer cell trajectory underlies glioblastoma heterogeneity"	10.1101/2025.05.13.653495 		
deJong2025_OPC-AC-like 1	"de Jong et al. (BioArxiv), 2025, A spatiotemporal cancer cell trajectory underlies glioblastoma heterogeneity"	10.1101/2025.05.13.653495 		
deJong2025_NPC-neuronal-like 1	"de Jong et al. (BioArxiv), 2025, A spatiotemporal cancer cell trajectory underlies glioblastoma heterogeneity"	10.1101/2025.05.13.653495		
deJong2025_NPC-neuronal-like 2	"de Jong et al. (BioArxiv), 2025, A spatiotemporal cancer cell trajectory underlies glioblastoma heterogeneity"	10.1101/2025.05.13.653495		
deJong2025_AC-gliosis-like 1	"de Jong et al. (BioArxiv), 2025, A spatiotemporal cancer cell trajectory underlies glioblastoma heterogeneity"	10.1101/2025.05.13.653495		
deJong2025_AC-neuronal-like	"de Jong et al. (BioArxiv), 2025, A spatiotemporal cancer cell trajectory underlies glioblastoma heterogeneity"	10.1101/2025.05.13.653495		
deJong2025_OPC-NPC-like	"de Jong et al. (BioArxiv), 2025, A spatiotemporal cancer cell trajectory underlies glioblastoma heterogeneity"	10.1101/2025.05.13.653495		
deJong2025_Proliferative	"de Jong et al. (BioArxiv), 2025, A spatiotemporal cancer cell trajectory underlies glioblastoma heterogeneity"	10.1101/2025.05.13.653495		
deJong2025_Gliosis-hypoxia	"de Jong et al. (BioArxiv), 2025, A spatiotemporal cancer cell trajectory underlies glioblastoma heterogeneity"	10.1101/2025.05.13.653495		
deJong2025_Proliferative 2	"de Jong et al. (BioArxiv), 2025, A spatiotemporal cancer cell trajectory underlies glioblastoma heterogeneity"	10.1101/2025.05.13.653495		
deJong2025_AC-gliosis-like 2	"de Jong et al. (BioArxiv), 2025, A spatiotemporal cancer cell trajectory underlies glioblastoma heterogeneity"	10.1101/2025.05.13.653495		
deJong2025_OPC-like 1	"de Jong et al. (BioArxiv), 2025, A spatiotemporal cancer cell trajectory underlies glioblastoma heterogeneity"	10.1101/2025.05.13.653495		
deJong2025_NPC-neuronal-like 3	"de Jong et al. (BioArxiv), 2025, A spatiotemporal cancer cell trajectory underlies glioblastoma heterogeneity"	10.1101/2025.05.13.653495		
deJong2025_OPC-like 2	"de Jong et al. (BioArxiv), 2025, A spatiotemporal cancer cell trajectory underlies glioblastoma heterogeneity"	10.1101/2025.05.13.653495		
deJong2025_OPC-AC-like 2	"de Jong et al. (BioArxiv), 2025, A spatiotemporal cancer cell trajectory underlies glioblastoma heterogeneity"	10.1101/2025.05.13.653495		
Greenwald2024_Neuron	"Greenwald et al. (Cell),  2024, Integrative spatial analysis reveals a multi-layered organization of glioblastoma"	10.1016/j.cell.2024.03.029		
Greenwald2024_Vasc	"Greenwald et al. (Cell),  2024, Integrative spatial analysis reveals a multi-layered organization of glioblastoma"	10.1016/j.cell.2024.03.029		
Greenwald2024_MES.Hyp (malig.)	"Greenwald et al. (Cell),  2024, Integrative spatial analysis reveals a multi-layered organization of glioblastoma"	10.1016/j.cell.2024.03.029		
Greenwald2024_Mac	"Greenwald et al. (Cell),  2024, Integrative spatial analysis reveals a multi-layered organization of glioblastoma"	10.1016/j.cell.2024.03.029		
Greenwald2024_Oligo	"Greenwald et al. (Cell),  2024, Integrative spatial analysis reveals a multi-layered organization of glioblastoma"	10.1016/j.cell.2024.03.029		
Greenwald2024_MES (malig.)	"Greenwald et al. (Cell),  2024, Integrative spatial analysis reveals a multi-layered organization of glioblastoma"	10.1016/j.cell.2024.03.029		
Greenwald2024_Prolif.Metab (malig.)	"Greenwald et al. (Cell),  2024, Integrative spatial analysis reveals a multi-layered organization of glioblastoma"	10.1016/j.cell.2024.03.029		
Greenwald2024_MES.Ast (malig.)	"Greenwald et al. (Cell),  2024, Integrative spatial analysis reveals a multi-layered organization of glioblastoma"	10.1016/j.cell.2024.03.029		
Greenwald2024_Reactive.Ast	"Greenwald et al. (Cell),  2024, Integrative spatial analysis reveals a multi-layered organization of glioblastoma"	10.1016/j.cell.2024.03.029		
Greenwald2024_NPC (malig.)	"Greenwald et al. (Cell),  2024, Integrative spatial analysis reveals a multi-layered organization of glioblastoma"	10.1016/j.cell.2024.03.029		
Greenwald2024_InflammatoryMac	"Greenwald et al. (Cell),  2024, Integrative spatial analysis reveals a multi-layered organization of glioblastoma"	10.1016/j.cell.2024.03.029		
Greenwald2024_Chromatin.reg (malig.)	"Greenwald et al. (Cell),  2024, Integrative spatial analysis reveals a multi-layered organization of glioblastoma"	10.1016/j.cell.2024.03.029		
Greenwald2024_OPC (malig.)	"Greenwald et al. (Cell),  2024, Integrative spatial analysis reveals a multi-layered organization of glioblastoma"	10.1016/j.cell.2024.03.029		
Greenwald2024_AC (malig.)	"Greenwald et al. (Cell),  2024, Integrative spatial analysis reveals a multi-layered organization of glioblastoma"	10.1016/j.cell.2024.03.029		
Greenwald2024_L1	"Greenwald et al. (Cell),  2024, Integrative spatial analysis reveals a multi-layered organization of glioblastoma"	10.1016/j.cell.2024.03.029		
Greenwald2024_L2	"Greenwald et al. (Cell),  2024, Integrative spatial analysis reveals a multi-layered organization of glioblastoma"	10.1016/j.cell.2024.03.029		
Greenwald2024_L3	"Greenwald et al. (Cell),  2024, Integrative spatial analysis reveals a multi-layered organization of glioblastoma"	10.1016/j.cell.2024.03.029		
Greenwald2024_L4	"Greenwald et al. (Cell),  2024, Integrative spatial analysis reveals a multi-layered organization of glioblastoma"	10.1016/j.cell.2024.03.029		
Greenwald2024_L5	"Greenwald et al. (Cell),  2024, Integrative spatial analysis reveals a multi-layered organization of glioblastoma"	10.1016/j.cell.2024.03.029		
Greenwald2024_Vasc1 (Vasc-Ang)	"Greenwald et al. (Cell),  2024, Integrative spatial analysis reveals a multi-layered organization of glioblastoma"	10.1016/j.cell.2024.03.029		
Greenwald2024_Vasc2 (Vasc-IMEC)	"Greenwald et al. (Cell),  2024, Integrative spatial analysis reveals a multi-layered organization of glioblastoma"	10.1016/j.cell.2024.03.029		
Greenwald2024_Vasc-Ang_unique	"Greenwald et al. (Cell),  2024, Integrative spatial analysis reveals a multi-layered organization of glioblastoma"	10.1016/j.cell.2024.03.029		
Greenwald2024_Vasc-IMEC_MP2_unique	"Greenwald et al. (Cell),  2024, Integrative spatial analysis reveals a multi-layered organization of glioblastoma"	10.1016/j.cell.2024.03.029		
Nomura2025_MP_1_RP	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_MP_2_OPC	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_MP_3_CC	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_MP_4_AC	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_MP_5_Hypoxia	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_MP_6_MES	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_MP_7_NPC	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_MP_8_GPC	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_MP_9_ExN	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_MP_10_Stress1	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_MP_11_MIC	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_MP_12_LQ	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_MP_13_Cilia	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_MP_14_NRGN	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_MP_15_Stress2	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_BP ECM	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_BP Neuronal	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_BP Glial	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Tcell_MP_1	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Tcell_MP_2	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Tcell_MP_3	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Tcell_MP_4	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Tcell_MP_5	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Tcell_MP_6	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Macrophage_MP_1	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Macrophage_MP_2	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Macrophage_MP_3	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Macrophage_MP_4	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Macrophage_MP_5	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Macrophage_MP_6	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Macrophage_MP_7	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Macrophage_MP_8	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Macrophage_MP_9	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Macrophage_MP_10	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Macrophage_MP_11	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Macrophage_MP_12	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Macrophage_MP_13	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Macrophage_MP_14	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Macrophage_MP_15	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Macrophage_MP_16	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Bcell_MP_1	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Bcell_MP_2	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Astrocyte_MP_1	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Astrocyte_MP_2	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Astrocyte_MP_3	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Astrocyte_MP_4	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Astrocyte_MP_5	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Astrocyte_MP_6	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Astrocyte_MP_7	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Oligodendrocyte_MP_1	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Oligodendrocyte_MP_2	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Oligodendrocyte_MP_3	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
